business_id,name,latitude,longitude,city,MSA_NAME,MSA_GEOID,HasTV,NoiseLevel,WiFi,GoodForKids,HappyHour,OutdoorSeating,RestaurantsPriceRange2,Smoking,GoodForDancing,ambience_casual,ambience_classy,ambience_divey,ambience_hipster,ambience_intimate,ambience_romantic,ambience_touristy,ambience_trendy,ambience_upscale,music_karaoke,music_live,bestnights_monday,bestnights_tuesday,bestnights_wednesday,bestnights_thursday,bestnights_friday,bestnights_saturday,bestnights_sunday
C2mqIEnUWeo1UOcW00nWtA,Station Brake Cafe,40.3934347,-79.8101522,Wilmerding,"Pittsburgh, PA",38300,True,quiet,no,True,True,False,3,outdoor,True,True,False,False,False,False,False,False,False,False,True,True,False,True,True,True,False,False,False
R06MTQpLNdsnr5wrCkMXfQ,Doubleday's,40.4435521,-80.0022028,Pittsburgh,"Pittsburgh, PA",38300,True,average,no,False,True,False,1,NULL,False,False,False,False,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GCRvrxMSC1nzShyM4Y-guQ,Body English,36.109519,-115.153331,Las Vegas,"Las Vegas-Henderson-Paradise, NV",29820,False,very_loud,NULL,NULL,False,False,3,yes,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True
HIvLwkEYuGRtI17H2x7RuQ,Bold Food & Drink,41.5006258,-81.7043299,Cleveland,"Cleveland-Elyria, OH",17460,True,average,no,False,True,True,2,outdoor,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True
Y4JxC1jgesxOzqUyGFwlEA,UNLV Rock n' Brew Beer & Music Festival,36.1138985165,-115.195951313,Las Vegas,"Las Vegas-Henderson-Paradise, NV",29820,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
mYeUwj1BlhJTaHd1Uo6PUA,Kimo's Sushi Shop,41.483162,-81.710129,Cleveland,"Cleveland-Elyria, OH",17460,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZPZYNq9fNu2GyeCSz7U-fg,Five Star Tavern,36.1590151,-115.0850773,Las Vegas,"Las Vegas-Henderson-Paradise, NV",29820,True,NULL,NULL,False,NULL,False,1,NULL,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6aCNQyvawPeabTzCX00UIw,Secret Cellar,41.1535164,-81.356653,Kent,"Akron, OH",10420,False,average,NULL,False,True,False,2,no,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False
QRbIBAnX-5LnKZsKrrObUg,Downtown Las Vegas Events Center,36.168669,-115.144651,Las Vegas,"Las Vegas-Henderson-Paradise, NV",29820,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
jf_h_Y8iNaduXJvpgLRPng,Native Grill & Wings,33.2763316444,-111.790289394,Chandler,"Phoenix-Mesa-Scottsdale, AZ",38060,True,average,free,True,True,True,2,outdoor,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
CXImGdRuyHEfPUbppCCm6A,Silver Saddle Saloon,36.1591121,-115.1157816,Las Vegas,"Las Vegas-Henderson-Paradise, NV",29820,True,NULL,NULL,NULL,True,False,3,yes,True,False,False,False,False,False,False,False,False,False,False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AYe8rS3qBPuLHSwNOZSbcA,Sushi Loca,36.1450494098,-115.332824471,Las Vegas,"Las Vegas-Henderson-Paradise, NV",29820,True,average,free,True,NULL,False,2,NULL,NULL,True,False,False,False,False,False,False,True,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5_MrPFw9E0cMJ1Q0DJFZOQ,Tilted Kilt Pub & Eatery,36.1173843209,-115.170322225,Las Vegas,"Las Vegas-Henderson-Paradise, NV",29820,True,loud,free,False,True,False,2,no,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
KPsu_1Q9XYRKWs_ZBTtlTg,Sky Lounge,36.1065949,-115.1709543,Las Vegas,"Las Vegas-Henderson-Paradise, NV",29820,False,NULL,NULL,NULL,True,False,2,NULL,False,False,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
aoXfMlw7yh2q2s6t1iPDNw,Signature Bar,36.1193098,-115.1717702,Las Vegas,"Las Vegas-Henderson-Paradise, NV",29820,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
OFw59czUoeeosFMKfRawmg,Gordon Biersch Brewery Restaurant,36.1170027,-115.1552488,Las Vegas,"Las Vegas-Henderson-Paradise, NV",29820,True,average,free,False,True,True,2,outdoor,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
aRV-V3RXVk9c5YPSNyNjzA,Kahunaville O2 Bar,36.1250660251,-115.172832347,Las Vegas,"Las Vegas-Henderson-Paradise, NV",29820,True,NULL,NULL,NULL,False,False,2,NULL,False,False,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6nxVZ1s0mRhyRAdRymYAsQ,Ichi Ban Japanese Restaurant,33.464277,-112.269802,Tolleson,"Phoenix-Mesa-Scottsdale, AZ",38060,False,average,no,True,NULL,False,2,NULL,NULL,False,False,True,False,False,False,False,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
mXvRqfdX_IWnfZkXHpGC9w,Jupe's,33.3627309,-111.891304,Mesa,"Phoenix-Mesa-Scottsdale, AZ",38060,True,average,free,NULL,True,False,1,no,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
QI0PGXbGkIdInOOBeq6ieQ,TJ Buffet Sushi and Grill,40.5226505128,-80.0064798072,Pittsburgh,"Pittsburgh, PA",38300,NULL,quiet,NULL,True,NULL,False,1,NULL,NULL,False,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M7N_LeUEcQTfzaeCgJL5mg,Spanish Fly,33.4997252,-111.9197955,Scottsdale,"Phoenix-Mesa-Scottsdale, AZ",38060,True,loud,NULL,False,True,True,2,outdoor,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False
YQFcxE9UXrKc-QuTUu7twQ,Loco Patron,33.4977693,-111.9264149,Scottsdale,"Phoenix-Mesa-Scottsdale, AZ",38060,True,average,no,False,True,True,2,outdoor,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
IyVdd_IqwUtzQDTxw2W9qw,Saddle Ranch Chop House,33.5329519271,-112.260761889,Glendale,"Phoenix-Mesa-Scottsdale, AZ",38060,True,average,free,True,True,True,2,outdoor,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
G54fcIaoI89tc6X285suRA,DD'Coffee Shop,36.1121084,-115.2793898,Las Vegas,"Las Vegas-Henderson-Paradise, NV",29820,True,very_loud,free,True,True,False,2,outdoor,False,False,False,False,False,False,False,False,True,False,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Y3mYtN9A_BPiz3DHX8868A,Speed Zone Tavern,36.2403533,-115.0786793,Las Vegas,"Las Vegas-Henderson-Paradise, NV",29820,True,NULL,NULL,NULL,True,True,2,NULL,True,False,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dhaSDuAoZI0K3hp8aU7otQ,Dolce Vino Wine Bar Italian Cuisine,33.5379277,-112.1665028,Glendale,"Phoenix-Mesa-Scottsdale, AZ",38060,False,average,free,True,True,False,2,no,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
SYKC66fxrtytQAIae9xd-Q,Fantasy,36.0953391711,-115.175836248,Las Vegas,"Las Vegas-Henderson-Paradise, NV",29820,False,average,NULL,NULL,False,False,2,no,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True
Ld2hhA3q3cdkptwS1fsYEg,Yogi's Grill,33.714505545,-112.112238407,Phoenix,"Phoenix-Mesa-Scottsdale, AZ",38060,True,average,no,True,NULL,False,1,NULL,NULL,True,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ddMOhA5QoKByjaHGK8r7xA,Legends Sports Club,33.6114217,-112.2395205,Peoria,"Phoenix-Mesa-Scottsdale, AZ",38060,True,average,free,NULL,True,True,2,outdoor,True,True,False,False,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GdnLAgRXt43eISMtJEOZRg,Sushi Express,43.0733361,-89.396349,Madison,"Madison, WI",31540,True,quiet,no,True,NULL,False,2,NULL,NULL,False,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
_wpUUDnJwrn7eSYAjnv7WA,Brothers Lounge,41.4831317,-81.7678484,Cleveland,"Cleveland-Elyria, OH",17460,True,loud,NULL,False,True,True,2,outdoor,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,True,False
pyqnGlIfP9Zw8LLxBjyAiA,Nobu,36.1167433322,-115.175368225,Las Vegas,"Las Vegas-Henderson-Paradise, NV",29820,False,average,no,False,NULL,False,4,NULL,NULL,False,False,False,False,False,False,False,False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
z71IqTCbQW7uzw2H2T1QrA,87 West 2,41.4594181,-81.9536274,Westlake,"Cleveland-Elyria, OH",17460,True,average,free,False,True,True,2,no,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,False
ZbDdG-yKKbgxola5Cde2qQ,Bones Rock & Roll Strip Club,33.470116039,-111.925121083,Scottsdale,"Phoenix-Mesa-Scottsdale, AZ",38060,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
OttGHPx9u299-1J-vmpxiA,Skelly's Bar & Grill,41.6427125,-81.4108753,Willoughby,"Cleveland-Elyria, OH",17460,True,loud,NULL,NULL,True,False,1,NULL,NULL,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True
hzMhB8ft6ewaxbZnEcy5pw,The Casual Pint,33.2613947,-111.8613829,Chandler,"Phoenix-Mesa-Scottsdale, AZ",38060,True,average,free,False,True,True,2,no,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
WPxoDkGEjAJ3Vy_5fzw7Jg,Hush,33.4249864749,-111.939852572,Tempe,"Phoenix-Mesa-Scottsdale, AZ",38060,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
etiXHEc6OYEyUTU3orIz6g,EMC Las Vegas,36.026698,-115.169638,Las Vegas,"Las Vegas-Henderson-Paradise, NV",29820,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
lWcNGBfOzdnpHgpAq7plMQ,Danny Mac's,41.4240353,-81.7222966,Cleveland,"Cleveland-Elyria, OH",17460,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
FIIIQplC7gkEW2kyRGSFxg,Madison's Bar and Grill,40.4371252,-79.7551409,Monroeville,"Pittsburgh, PA",38300,True,NULL,free,NULL,NULL,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
kfbBBxJg-oatbY-YHf7qpw,Mavis Winkle's Irish Pub,41.3073038,-81.4419172,Twinsburg,"Akron, OH",10420,True,average,free,True,True,True,2,no,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
CJTF_t-VTzVF1AH6vt2DAA,CJ's Pub,35.3675947,-80.6653594,Concord,"Charlotte-Concord-Gastonia, NC-SC",16740,True,average,free,False,True,False,2,outdoor,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
OhJk1dEcC6DY47gqFDsOwg,The Rock,33.4959637,-112.083196,Phoenix,"Phoenix-Mesa-Scottsdale, AZ",38060,True,average,free,NULL,True,True,1,outdoor,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
4Pb7SlTK89uSdqOwMNM35A,Tequila Taqueria,36.11386,-115.168798,Las Vegas,"Las Vegas-Henderson-Paradise, NV",29820,True,average,free,True,True,False,2,NULL,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MatGnwADyILP8utonlTWDg,Dave & Buster's,33.5349425,-112.261923,Glendale,"Phoenix-Mesa-Scottsdale, AZ",38060,True,very_loud,free,True,True,True,2,outdoor,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
5F69VFIk-l3THUZX1qeYSg,Applebee's Neighborhood Grill & Bar,33.5824983,-112.1857333,Glendale,"Phoenix-Mesa-Scottsdale, AZ",38060,True,average,free,True,True,False,2,no,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3QfcfPCJSo0z2v1bkdUemQ,Restaurant Magnus,43.074057,-89.379716,Madison,"Madison, WI",31540,NULL,NULL,NULL,False,True,True,3,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False,True,False,False,False,True,True,True,False
Ur4eYOFq4qVLHkZJNmcqfQ,Prosperity Social Club,41.477068,-81.689789,Cleveland,"Cleveland-Elyria, OH",17460,True,average,no,False,True,True,2,outdoor,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False
iFCz-xI7CV98fcaB4Chh3g,The Black Sheep,36.0560801,-115.2808739,Las Vegas,"Las Vegas-Henderson-Paradise, NV",29820,False,average,no,False,True,False,2,no,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,True
l3SBg8iCNN_4-dnV0Wk4fg,Brew 133,41.477292,-81.784374,Lakewood,"Cleveland-Elyria, OH",17460,True,loud,free,False,True,True,2,outdoor,True,False,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Jwa6JhtkYq46jZG_UZriZQ,The Little Birdie Wine Nest,41.3989124,-81.6896357,Parma,"Cleveland-Elyria, OH",17460,False,quiet,NULL,False,True,False,2,no,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
82YGtjc5KKikNiqBZ33qzw,Kyara Japanese Tapas,36.0698514,-115.2249867,Las Vegas,"Las Vegas-Henderson-Paradise, NV",29820,False,average,no,True,NULL,False,2,NULL,NULL,True,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
luf0E5FPY-hv-uceL8QtBA,Fat Bar,36.1052677,-115.1724964,Las Vegas,"Las Vegas-Henderson-Paradise, NV",29820,True,average,free,True,False,True,2,outdoor,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
M-AvKB7yDY_3BpqsP_bHZQ,Puckett's Farm Equipment,35.3003741,-80.8012766,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",16740,NULL,NULL,NULL,False,False,True,1,outdoor,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
